"","injuries","crash_date","crash_hour","report_type","num_units","posted_speed_limit","weather_condition","lighting_condition","roadway_surface_cond","first_crash_type","trafficway_type","prim_contributory_cause","latitude","longitude"
"1522","none",2021-11-19 10:15:00,10,"ON SCENE",1,10,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","OTHER","UNABLE TO DETERMINE",41.79402873,-87.674041766
"1523","none",2021-11-19 10:10:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","OTHER","FAILING TO YIELD RIGHT-OF-WAY",41.906899718,-87.666167131
"1524","none",2021-11-19 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR TO SIDE","NOT DIVIDED","IMPROPER BACKING",41.821475207,-87.640863241
"1525","none",2021-11-19 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","UNKNOWN","UNABLE TO DETERMINE",41.750182804,-87.709577814
"1526","none",2021-11-19 10:00:00,10,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.796759203,-87.733212824
"1527","none",2021-11-19 09:40:00,9,"ON SCENE",2,25,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.950198117,-87.722071918
"1528","none",2021-11-19 09:30:00,9,"NOT ON SCENE (DESK REPORT)",2,15,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.762421358,-87.598121218
"1529","none",2021-11-19 09:30:00,9,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.696313684,-87.596632244
"1530","none",2021-11-19 09:30:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.721478237,-87.650694262
"1531","none",2021-11-19 09:30:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.921671543,-87.648481576
"1532","none",2021-11-19 09:30:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER LANE USAGE",41.867751467,-87.62597953
"1533","none",2021-11-19 09:20:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO REDUCE SPEED TO AVOID CRASH",41.923452387,-87.799780679
"1534","none",2021-11-19 09:15:00,9,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.938607189,-87.755425319
"1535","none",2021-11-19 09:15:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","ONE-WAY","FOLLOWING TOO CLOSELY",41.889980026,-87.637131324
"1536","none",2021-11-19 09:15:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.980649938,-87.80536447
"1537","none",2021-11-19 09:15:00,9,"ON SCENE",2,25,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","PARKING LOT","UNABLE TO DETERMINE",41.736469113,-87.623024124
"1538","injuries",2021-11-19 09:15:00,9,"UNKNOWN",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.88174807,-87.745485594
"1539","none",2021-11-19 09:11:00,9,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.989467726,-87.705594054
"1540","none",2021-11-19 09:10:00,9,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.851071441,-87.685760893
"1541","none",2021-11-19 09:00:00,9,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.687113785,-87.634067356
"1542","none",2021-11-19 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","T-INTERSECTION","UNABLE TO DETERMINE",41.762570258,-87.579434954
"1543","none",2021-11-19 09:00:00,9,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.956216672,-87.669249102
"1544","none",2021-11-19 08:55:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.940775949,-87.644274358
"1545","none",2021-11-19 08:55:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.909441544,-87.775623711
"1546","none",2021-11-19 08:50:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER LANE USAGE",42.003283083,-87.689879708
"1547","injuries",2021-11-19 08:45:00,8,"NOT ON SCENE (DESK REPORT)",2,35,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.758606761,-87.58558844
"1548","none",2021-11-19 08:45:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","T-INTERSECTION","UNABLE TO DETERMINE",41.780598638,-87.599197872
"1549","injuries",2021-11-19 08:45:00,8,"ON SCENE",3,35,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","NOT APPLICABLE",41.749723972,-87.702539572
"1550","none",2021-11-19 08:42:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","FOUR WAY","DISREGARDING STOP SIGN",41.8980194,-87.733702232
"1551","none",2021-11-19 08:40:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.955505861,-87.732676161
"1552","none",2021-11-19 08:40:00,8,"NOT ON SCENE (DESK REPORT)",2,15,"UNKNOWN","UNKNOWN","UNKNOWN","ANGLE","ALLEY","UNABLE TO DETERMINE",41.993734037,-87.660529288
"1553","none",2021-11-19 08:35:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER","NOT APPLICABLE",41.714011377,-87.642847835
"1554","none",2021-11-19 08:35:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.751965874,-87.556958073
"1555","none",2021-11-19 08:34:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","UNABLE TO DETERMINE",41.831167945,-87.621840528
"1556","injuries",2021-11-19 08:30:00,8,"ON SCENE",2,35,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.774694542,-87.742013301
"1557","none",2021-11-19 08:30:00,8,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.865989055,-87.75469807
"1558","injuries",2021-11-19 08:30:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","OTHER","UNABLE TO DETERMINE",41.824706293,-87.685011706
"1559","none",2021-11-19 08:25:00,8,"NOT ON SCENE (DESK REPORT)",3,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.924475786,-87.736510763
"1560","none",2021-11-19 08:25:00,8,"ON SCENE",2,15,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","ALLEY","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",41.90118368,-87.681512161
"1561","none",2021-11-19 08:20:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","UNKNOWN","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.775269347,-87.742038447
"1562","injuries",2021-11-19 08:19:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.902155355,-87.754251926
"1563","none",2021-11-19 08:15:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.722619985,-87.554078002
"1564","injuries",2021-11-19 08:10:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","UNKNOWN INTERSECTION TYPE","FAILING TO YIELD RIGHT-OF-WAY",41.933194265,-87.766165698
"1565","none",2021-11-19 08:07:00,8,"ON SCENE",2,25,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","ONE-WAY","UNABLE TO DETERMINE",41.77895553,-87.631965879
"1566","none",2021-11-19 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,20,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.851737732,-87.699723511
"1567","none",2021-11-19 08:00:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","UNABLE TO DETERMINE",41.997507395,-87.787835946
"1568","none",2021-11-19 08:00:00,8,"ON SCENE",2,20,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","UNABLE TO DETERMINE",41.74934817,-87.721096727
"1569","none",2021-11-19 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.932205395,-87.697679244
"1570","none",2021-11-19 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.746494018,-87.616561315
"1571","none",2021-11-19 08:00:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.902634654,-87.7178401
"1572","injuries",2021-11-19 08:00:00,8,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.880624267,-87.725256597
"1573","none",2021-11-19 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.793607691,-87.704630335
"1574","injuries",2021-11-19 08:00:00,8,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.785933115,-87.733726093
"1575","none",2021-11-19 08:00:00,8,"NOT ON SCENE (DESK REPORT)",2,15,"CLEAR","DAYLIGHT","DRY","TURNING","ALLEY","FAILING TO YIELD RIGHT-OF-WAY",41.917250935,-87.728471219
"1576","none",2021-11-19 07:50:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","UNKNOWN","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","IMPROPER LANE USAGE",41.884380651,-87.627987046
"1577","none",2021-11-19 07:50:00,7,"NOT ON SCENE (DESK REPORT)",2,40,"CLEAR","DAYLIGHT","DRY","REAR END","FOUR WAY","IMPROPER OVERTAKING/PASSING",41.954822907,-87.688636613
"1578","none",2021-11-19 07:45:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.909764527,-87.743376296
"1579","none",2021-11-19 07:45:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.974092942,-87.748109199
"1580","none",2021-11-19 07:45:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","NOT DIVIDED","IMPROPER OVERTAKING/PASSING",41.831075492,-87.629820228
"1581","injuries",2021-11-19 07:45:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN BARRIER","FOLLOWING TOO CLOSELY",41.76870491,-87.663762562
"1582","none",2021-11-19 07:41:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PEDESTRIAN","FOUR WAY","FAILING TO YIELD RIGHT-OF-WAY",41.830911195,-87.6264135
"1583","none",2021-11-19 07:40:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.982666678,-87.67022051
"1584","none",2021-11-19 07:40:00,7,"NOT ON SCENE (DESK REPORT)",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","NOT DIVIDED","NOT APPLICABLE",41.865675872,-87.625943531
"1585","none",2021-11-19 07:30:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.914752555,-87.677702549
"1586","none",2021-11-19 07:30:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.888322843,-87.75520983
"1587","none",2021-11-19 07:30:00,7,"ON SCENE",3,30,"CLEAR","DAYLIGHT","DRY","SIDESWIPE SAME DIRECTION","FOUR WAY","IMPROPER OVERTAKING/PASSING",41.783730557,-87.619089725
"1588","none",2021-11-19 07:30:00,7,"NOT ON SCENE (DESK REPORT)",2,15,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","PARKING LOT","UNABLE TO DETERMINE",41.713146893,-87.715314649
"1589","none",2021-11-19 07:29:00,7,"NOT ON SCENE (DESK REPORT)",2,25,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.868580443,-87.769472839
"1590","none",2021-11-19 07:25:00,7,"ON SCENE",2,10,"CLEAR","DAYLIGHT","DRY","REAR END","OTHER","DISTRACTION - FROM INSIDE VEHICLE",41.844249434,-87.732620605
"1591","none",2021-11-19 07:22:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","ANGLE","ONE-WAY","UNABLE TO DETERMINE",41.933808246,-87.79174711
"1592","injuries",2021-11-19 07:21:00,7,"ON SCENE",1,30,"CLEAR","DAYLIGHT","DRY","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.878405745,-87.620539289
"1593","none",2021-11-19 07:20:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","RAMP","FOLLOWING TOO CLOSELY",41.877767172,-87.63707041
"1594","none",2021-11-19 07:20:00,7,"UNKNOWN",3,30,"CLEAR","DAYLIGHT","OTHER","REAR END","NOT DIVIDED","EQUIPMENT - VEHICLE CONDITION",41.888266069,-87.755207694
"1595","none",2021-11-19 07:15:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.967663646,-87.768259023
"1596","none",2021-11-19 07:10:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.996336557,-87.764916567
"1597","none",2021-11-19 07:05:00,7,"ON SCENE",2,30,"CLEAR","DAYLIGHT","ICE","REAR END","DIVIDED - W/MEDIAN BARRIER","ROAD ENGINEERING/SURFACE/MARKING DEFECTS",41.88909473,-87.701290529
"1598","none",2021-11-19 07:00:00,7,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.91102851,-87.648335806
"1599","none",2021-11-19 06:50:00,6,"NOT ON SCENE (DESK REPORT)",2,10,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","OTHER","UNABLE TO DETERMINE",41.882511624,-87.686324433
"1600","none",2021-11-19 06:50:00,6,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","REAR END","FOUR WAY","UNABLE TO DETERMINE",41.913999209,-87.745863692
"1601","injuries",2021-11-19 06:43:00,6,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","FOUR WAY","IMPROPER TURNING/NO SIGNAL",42.017190965,-87.665573457
"1602","none",2021-11-19 06:40:00,6,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","DARKNESS, LIGHTED ROAD","UNKNOWN","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.77833539,-87.742436494
"1603","none",2021-11-19 06:34:00,6,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAWN","DRY","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.921441724,-87.806026491
"1604","none",2021-11-19 06:30:00,6,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","TURNING","DIVIDED - W/MEDIAN BARRIER","IMPROPER TURNING/NO SIGNAL",41.95769157,-87.668998637
"1605","none",2021-11-19 06:24:00,6,"ON SCENE",2,35,"CLEAR","DAYLIGHT","ICE","TURNING","NOT DIVIDED","WEATHER",41.68490947,-87.544576005
"1606","none",2021-11-19 06:00:00,6,"ON SCENE",2,20,"CLEAR","UNKNOWN","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.739904595,-87.69977065
"1607","none",2021-11-19 05:35:00,5,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.875130979,-87.676510983
"1608","none",2021-11-19 05:20:00,5,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.807856045,-87.733434551
"1609","injuries",2021-11-19 04:50:00,4,"ON SCENE",3,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.939387157,-87.712558811
"1610","none",2021-11-19 03:13:00,3,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","UNABLE TO DETERMINE",41.88675164,-87.755143819
"1611","none",2021-11-19 03:06:00,3,"ON SCENE",4,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.893603922,-87.765200263
"1612","none",2021-11-19 03:05:00,3,"ON SCENE",4,35,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","IMPROPER TURNING/NO SIGNAL",41.937741084,-87.751876321
"1613","injuries",2021-11-19 02:55:00,2,"ON SCENE",1,35,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER","UNABLE TO DETERMINE",41.953881218,-87.6899291
"1614","none",2021-11-19 02:36:00,2,"ON SCENE",1,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","FIXED OBJECT","ONE-WAY","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.863573379,-87.644834024
"1615","none",2021-11-19 02:30:00,2,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.721589346,-87.662546688
"1616","none",2021-11-19 02:24:00,2,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","EQUIPMENT - VEHICLE CONDITION",41.989482038,-87.664981612
"1617","none",2021-11-19 01:10:00,1,"NOT ON SCENE (DESK REPORT)",2,30,"UNKNOWN","UNKNOWN","UNKNOWN","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.841844008,-87.642672753
"1618","none",2021-11-19 01:00:00,1,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","UNABLE TO DETERMINE",41.874614605,-87.735407855
"1619","injuries",2021-11-19 00:55:00,0,"ON SCENE",3,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)",41.896669492,-87.636709822
"1620","injuries",2021-11-19 00:30:00,0,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","NOT DIVIDED","DISREGARDING STOP SIGN",41.880417602,-87.742716435
"1621","none",2021-11-19 00:30:00,0,"ON SCENE",2,30,"CLEAR","DAYLIGHT","DRY","PARKED MOTOR VEHICLE","OTHER","UNABLE TO DETERMINE",41.970833972,-87.775999206
"1622","none",2021-11-18 23:55:00,23,"ON SCENE",2,20,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","ONE-WAY","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",41.876134324,-87.737855536
"1623","none",2021-11-18 23:50:00,23,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.896704549,-87.634280128
"1624","injuries",2021-11-18 23:49:00,23,"ON SCENE",2,30,"SNOW","DARKNESS, LIGHTED ROAD","DRY","TURNING","NOT DIVIDED","IMPROPER TURNING/NO SIGNAL",41.954027942,-87.708234967
"1625","none",2021-11-18 23:40:00,23,"ON SCENE",3,25,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",41.738509097,-87.66206377
"1626","none",2021-11-18 23:35:00,23,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","SIDESWIPE SAME DIRECTION","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.89659113,-87.637319267
"1627","none",2021-11-18 23:35:00,23,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS","DRY","PARKED MOTOR VEHICLE","NOT DIVIDED","UNABLE TO DETERMINE",41.913651505,-87.652676971
"1628","none",2021-11-18 23:30:00,23,"NOT ON SCENE (DESK REPORT)",1,30,"CLEAR","DARKNESS","DRY","OTHER OBJECT","NOT DIVIDED","ROAD ENGINEERING/SURFACE/MARKING DEFECTS",41.765154971,-87.640539888
"1629","none",2021-11-18 23:04:00,23,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","FAILING TO REDUCE SPEED TO AVOID CRASH",41.901726666,-87.63189962
"1630","injuries",2021-11-18 22:50:00,22,"ON SCENE",2,25,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.86726343,-87.630486968
"1631","none",2021-11-18 22:22:00,22,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","NOT DIVIDED","FAILING TO YIELD RIGHT-OF-WAY",41.709951847,-87.536634983
"1632","none",2021-11-18 22:09:00,22,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.935549373,-87.725816999
"1633","none",2021-11-18 22:05:00,22,"UNKNOWN",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)","FAILING TO YIELD RIGHT-OF-WAY",41.922030171,-87.782984096
"1634","injuries",2021-11-18 22:03:00,22,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","ANGLE","FOUR WAY","UNABLE TO DETERMINE",41.7514312,-87.60535675
"1635","injuries",2021-11-18 22:00:00,22,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","NOT DIVIDED","FOLLOWING TOO CLOSELY",41.793320044,-87.722753669
"1636","none",2021-11-18 22:00:00,22,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","ONE-WAY","UNABLE TO DETERMINE",41.946483935,-87.64896579
"1637","injuries",2021-11-18 21:15:00,21,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.990409231,-87.689522484
"1638","none",2021-11-18 21:15:00,21,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DAYLIGHT","DRY","REAR TO FRONT","NOT DIVIDED","IMPROPER BACKING",41.86735016,-87.64079708
"1639","none",2021-11-18 21:10:00,21,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)","UNABLE TO DETERMINE",41.722003125,-87.614085636
"1640","none",2021-11-18 21:10:00,21,"NOT ON SCENE (DESK REPORT)",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)","FOLLOWING TOO CLOSELY",41.735768847,-87.72161323
"1641","none",2021-11-18 21:06:00,21,"ON SCENE",2,30,"CLEAR","DARKNESS, LIGHTED ROAD","DRY","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)","DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",41.914132539,-87.726319509
